hr_mean,hr_var,rr_mean,rr_var,accx_mean,accx_var,accy_mean,accy_var,accz_mean,accz_var,activity
94.59510567296996,290.37708069594777,21.598442714126808,12.057948574387327,0.25979444444444155,0.049615462041926614,-0.9370000000000074,0.007869519310919537,-0.07281944444444398,0.01693845030255338,0.0
86.63111111111111,79.34986528241237,20.985555555555557,2.143283895686572,0.3853611111111143,0.006430711463060596,-0.908225000000003,0.0023385267435398855,-0.13960833333333328,0.007611877674353972,0.0
108.47777777777777,489.71140773699494,21.255555555555556,7.189346187121497,0.07993333333333225,0.08044089580438882,-0.9560111111111089,0.03858486233830408,-0.08933611111111137,0.023771690276619736,0.0
118.61984392419176,71.99259685061327,18.0546265328874,39.835182254339905,-0.10398885793871915,0.03522119798114228,-0.9890640668523949,0.017302495197722076,-0.05326183844011155,0.014008164912751659,0.0
119.59555555555555,30.872950191570617,19.536666666666665,29.61489432703004,-0.23289722222222206,0.011799078069525314,-0.9788499999999666,0.011840133092525537,-0.11011388888888939,0.016866977856503776,0.0
120.15444444444445,104.78702138178119,20.414444444444445,28.883662093684457,-0.12919444444444272,0.05594639174462037,-0.9628222222222084,0.012569082028958765,-0.12643611111111105,0.026623999807045017,0.0
102.39333333333333,13.789499443826502,16.856666666666666,23.858186874304792,0.24358333333333754,0.03079621422617449,-0.9063527777778076,0.0030828041045351017,-0.1831000000000011,0.04843473298138362,0.0
101.7688888888889,11.205705104437076,16.625555555555554,12.029824496353902,0.030661111111110893,0.13147814019326476,-0.8840666666666747,0.0028393064740205648,-0.047194444444442006,0.10776628615973646,0.0
104.67222222222222,164.20278704733659,14.277777777777779,16.194166357681382,-0.17105277777777728,0.09157535703590518,-0.9249194444444317,0.00748657311444524,-0.09094444444444465,0.05087740730449806,0.0
121.74222222222222,385.59532319861637,23.182222222222222,19.35274255345451,-0.3603027777777788,0.021778930250686793,-0.9433555555555496,0.008211354512055763,0.06906111111111113,0.02845274424994594,0.0
135.74107142857142,21.197685554668805,24.921875,21.969308659217877,-0.33419525801952593,0.02024701543509679,-0.9595843793584433,0.013067433238070322,0.037046025104602635,0.02100039548154556,0.0
132.45,84.86624026696298,20.51888888888889,13.4579297985416,-0.2665722222222216,0.022491553548825215,-0.983369444444451,0.022134489757957884,-0.017724999999999998,0.01366764872186686,0.0
129.68,22.43363737486097,22.858888888888888,19.687518230132028,-0.27978611111111146,0.0097210712157698,-0.9878444444444467,0.0316492005804081,-0.022444444444444434,0.010879268932728203,0.0
