hr_mean,hr_var,accx_mean,accx_var,accy_mean,accy_var,accz_mean,accz_var,activity
95.88177528089892,449.2634161924149,0.8002888888888936,0.041579799820939324,0.1631888888888869,0.1564297281343574,-0.12758333333333363,0.1544807932759104,0.0
84.2870999999999,4.553133627363737,0.9109666666666706,0.005870474020561306,0.22554722222221849,0.027578750200672644,-0.05042500000000128,0.11689948589886005,0.0
103.07515555555553,339.6514207766656,0.6007055555555612,0.04988574823253387,-0.5336944444444444,0.24573599996912637,0.1638138888888859,0.09506705621160157,0.0
99.26161428571427,525.5351809382795,0.5359190140845168,0.05130292404834117,-0.10179225352112721,0.4410357792989023,-0.32748591549295614,0.14416282121754964,0.0
109.50921111111091,120.59265844259059,0.3992166666666579,0.05219794137260299,-0.8371583333333205,0.09209697964712266,-0.05515277777777759,0.03620319976999689,0.0
113.51152222222233,229.5827103610184,0.47105000000000913,0.0755086499027505,-0.0724027777777777,0.3099202322790279,-0.2228638888888913,0.3714091617964878,0.0
100.21162222222223,57.20432617525652,0.7870722222222265,0.07603593810008627,0.1632361111111202,0.08359633212158082,0.3123527777777829,0.09807434619955804,0.0
100.82395555555554,5.584677773328376,0.630174999999992,0.12832558759377555,0.27619722222221665,0.19977066962273124,-0.06713611111110948,0.20051674723689306,0.0
101.31114444444451,134.93005197021378,0.7152750000000032,0.0709551341344815,-0.22211666666666574,0.27236884440122366,-0.07540277777777778,0.12606541149547623,0.0
101.43119999999993,241.60883281868738,0.7029083333333339,0.04445675180605766,-0.6035555555555568,0.03168877157235,-0.07537500000000023,0.10530183210614029,0.0
97.30438823529421,531.4331756559283,0.7549228978760553,0.058532859303823445,-0.3156648239743944,0.1903915034566982,-0.17671224905440788,0.11265676612756573,0.0
120.4636333333331,107.98535308008888,0.5133666666666519,0.09754937371492517,-0.5500333333333521,0.34556009891636924,-0.08682222222222144,0.034043413787780204,0.0
117.21722222222245,216.76038070695841,0.5206888888888853,0.09736557142416204,-0.711997222222229,0.1575166268330703,-0.1624416666666671,0.02479523138371762,0.0
118.92155172413784,116.29264649617073,0.7876002274665845,0.060626036951029076,-0.48042081319306174,0.09425778646088576,-0.24435598521467236,0.05107675378455953,0.0
84.29679999999989,167.98751388654023,0.7040861111111125,0.10431919791763195,-0.3536805555555543,0.1992741129866326,0.05615555555555564,0.13823595245593034,0.0
86.69508888888885,147.1772368107776,0.8205222222222213,0.026056743045906595,0.31018888888888935,0.2098994919576422,0.0007555555555556348,0.027221546231978026,0.0
85.6738333333332,5.4483805061179105,0.4838083333333358,0.0852916609474853,0.285680555555549,0.07161265146954367,0.36827222222222944,0.3798157413787779,0.0
87.04752475247518,42.117407747320165,0.46141855670102916,0.049513415909632055,-0.13054845360824718,0.18792465782042145,0.593538144329888,0.18300076019869968,0.0
86.09367647058818,33.072586808007436,0.6293847874720452,0.058275089939143376,0.45977908277403673,0.03617200712598329,0.47245525727068527,0.03802876722829669,0.0
86.27186666666672,3.9947026295884323,0.7031666666666493,0.026403584328980014,0.35873611111111525,0.026686398806767014,0.5162638888888821,0.026867199029051516,0.0
83.22306666666655,14.894074901001131,0.7175361111111147,0.022027186803433157,0.35562500000000974,0.019673074117810736,0.5102555555555539,0.027638278657650853,0.0
83.00158888888886,48.32255108775183,0.6323805555555538,0.08555206964125929,0.31966944444442597,0.09254373621530623,0.38310000000001015,0.14884040122256115,0.0
83.2979666666665,12.62932900889876,0.6601749999999877,0.06180577653515019,0.19073888888888985,0.14263490818436936,0.4857055555555497,0.06347468960513769,0.0
81.58517777777776,8.132570713632418,0.7066666666666594,0.047983717699358545,0.36882222222224137,0.035611671637182804,0.46978888888889,0.032580672285510606,0.0
79.94063333333341,18.075607273637363,0.6828027777777831,0.07653404278194524,0.3964944444444664,0.008480233367292967,0.49451111111111906,0.017384923466394878,0.0
81.1390666666666,16.689641619577312,0.5791888888888888,0.09582679398598493,0.3843000000000172,0.10274016004445483,0.36556111111111067,0.15632105211324407,0.0
78.85745555555559,60.52135047077008,0.6072166666666712,0.058181581272576326,0.38730277777777244,0.07219997498533332,0.5099055555555493,0.05383161097218139,0.0
85.14198888888882,15.888366340254638,0.685327777777776,0.0628996980334037,-0.20713055555555188,0.10863258089438295,-0.16204166666666506,0.31786693352319567,0.0
83.4230333333332,52.61094751835372,0.6945222222222237,0.15144389503257136,0.150638888888896,0.13620048084344577,-0.09864722222222183,0.2213715787641587,0.0
80.75039906103298,26.194404775933386,0.7765534262485536,0.05838559081312106,0.102052845528455,0.14396845378510353,0.2375319396051075,0.13146065102719265,0.0
