,0
0,1.117055892944336
1,0.9465241432189941
2,0.781916618347168
3,0.6472804546356201
4,0.5601929426193237
5,0.52399080991745
6,0.4905129671096802
7,0.4801848232746124
8,0.47817012667655945
9,0.46410927176475525
10,0.46466025710105896
11,0.4759502410888672
12,0.46848437190055847
13,0.4786783456802368
14,0.48274946212768555
15,0.48002755641937256
16,0.5156747698783875
17,0.4935868978500366
18,0.4820747673511505
19,0.4720405340194702
20,0.4809426963329315
21,0.4939119815826416
22,0.4912516176700592
23,0.4918411374092102
24,0.48473691940307617
25,0.5064855217933655
26,0.4914631247520447
27,0.49357807636260986
28,0.49525681138038635
29,0.4953990876674652
30,0.49680811166763306
31,0.498479425907135
32,0.5012420415878296
33,0.5123983025550842
34,0.5326828360557556
35,0.49663496017456055
36,0.48890841007232666
37,0.503871500492096
38,0.5047277212142944
39,0.49760255217552185
40,0.5117276906967163
41,0.5018875598907471
42,0.4975115656852722
43,0.5027358531951904
44,0.4881349205970764
45,0.515843391418457
46,0.5003088116645813
47,0.5315610766410828
48,0.5078020691871643
49,0.5055649280548096
50,0.5029346942901611
51,0.515267550945282
52,0.5152513980865479
53,0.531612753868103
54,0.5048584342002869
55,0.5237928628921509
56,0.5070000886917114
57,0.5164579153060913
58,0.49987614154815674
59,0.5191984176635742
60,0.5264493227005005
61,0.5070181488990784
62,0.5265592336654663
63,0.5116238594055176
64,0.5310975909233093
65,0.514685869216919
66,0.5128737688064575
67,0.5300872921943665
68,0.5248009562492371
69,0.5354181528091431
70,0.49186161160469055
71,0.5189116597175598
72,0.5246386528015137
73,0.5319118499755859
74,0.5093954205513
75,0.5135681629180908
76,0.5087068676948547
77,0.4922335743904114
78,0.5519595742225647
79,0.511030912399292
80,0.5106541514396667
81,0.5216303467750549
82,0.5110070705413818
83,0.5530207753181458
84,0.5170373916625977
85,0.5049684643745422
86,0.5154306292533875
87,0.5594726800918579
88,0.5253617167472839
89,0.5252045392990112
90,0.5223090052604675
91,0.5225000977516174
92,0.5410067439079285
93,0.5141524076461792
94,0.5373384356498718
95,0.6009166240692139
96,0.5416253805160522
97,0.5567795038223267
98,0.5343385338783264
99,0.553054928779602
100,0.5340521931648254
101,0.5447229146957397
102,0.5776965022087097
103,0.5555948615074158
104,0.5455860495567322
105,0.5507313013076782
106,0.5587072372436523
107,0.533024787902832
108,0.6020314693450928
109,0.5759425163269043
110,0.5851214528083801
111,0.5327986478805542
112,0.5679978132247925
113,0.5580450892448425
114,0.573743999004364
115,0.5534672737121582
116,0.5675733685493469
117,0.5680274367332458
118,0.6093615889549255
119,0.5760380029678345
120,0.6060456037521362
121,0.6054206490516663
122,0.5827145576477051
123,0.6097239851951599
124,0.6334591507911682
125,0.6162325143814087
126,0.6161125302314758
127,0.602406919002533
128,0.5931950211524963
129,0.609939455986023
130,0.6448224782943726
131,0.6766992807388306
132,0.6127496957778931
133,0.6481447815895081
134,0.6261803507804871
135,0.6622464060783386
136,0.624754786491394
137,0.608408510684967
138,0.6410915851593018
139,0.6459543108940125
140,0.7154496908187866
141,0.6571892499923706
142,0.7069916129112244
143,0.7106280326843262
144,0.7028801441192627
145,0.6778839230537415
146,0.6618149280548096
147,0.6748999953269958
148,0.7389917373657227
149,0.7168678641319275
150,0.6911596059799194
151,0.7087984085083008
152,0.6693390011787415
153,0.7521145939826965
154,0.737424373626709
155,0.7156446576118469
156,0.784636914730072
157,0.7146013379096985
158,0.8017011880874634
159,0.7334727644920349
160,0.7765352725982666
161,0.7691935300827026
162,0.7870423197746277
163,0.7650434374809265
164,0.7637974619865417
165,0.750718891620636
166,0.8118079900741577
167,0.7925846576690674
168,0.8529699444770813
169,0.8285262584686279
170,0.8119087815284729
171,0.8535650372505188
172,0.8145358562469482
173,0.8257296681404114
174,0.7763232588768005
175,0.7873328328132629
176,0.8745494484901428
177,0.7627192735671997
178,0.948527455329895
179,0.8836786150932312
180,0.8709929585456848
181,0.8472124934196472
182,0.9011629819869995
183,0.8660600781440735
184,0.8539968132972717
185,0.9017212390899658
186,0.9022953510284424
187,0.9223930239677429
188,0.8477893471717834
189,0.915729284286499
190,0.8587262630462646
191,0.8392245769500732
192,0.9269917011260986
193,0.9649131894111633
194,0.8534767627716064
195,0.8991901874542236
196,0.9404736161231995
197,0.950045108795166
198,0.9275083541870117
199,0.900922417640686
200,0.9056035876274109
201,0.8687928915023804
202,0.9185267686843872
203,0.9174992442131042
204,0.9836510419845581
205,0.9028522968292236
206,0.9579670429229736
207,0.9242618083953857
208,0.9610346555709839
209,1.0230122804641724
210,1.0058339834213257
211,1.0029387474060059
212,0.9651706218719482
213,0.9879510998725891
214,1.0416057109832764
215,0.9777539372444153
216,0.9786451458930969
217,1.0922131538391113
218,1.0665539503097534
219,1.057106852531433
220,1.0298224687576294
221,0.9554989337921143
222,1.0519598722457886
223,1.0801715850830078
224,1.0390232801437378
225,1.0775593519210815
226,1.045310378074646
227,1.0353354215621948
228,1.076888084411621
229,1.034529209136963
230,1.0407969951629639
231,1.0960596799850464
232,1.0916132926940918
233,1.0717202425003052
234,1.14337956905365
235,1.0696353912353516
236,1.0676771402359009
