,0
0,1.2792984247207642
1,1.2269201278686523
2,1.1807740926742554
3,1.1405739784240723
4,1.1045914888381958
5,1.07195246219635
6,1.0416151285171509
7,1.014298677444458
8,0.9871492385864258
9,0.9629908800125122
10,0.9398223161697388
11,0.9173572063446045
12,0.8960579633712769
13,0.8759148120880127
14,0.8566973209381104
15,0.8386841416358948
16,0.8213846683502197
17,0.8044369220733643
18,0.7888602614402771
19,0.7737709283828735
20,0.7599911689758301
21,0.7469733357429504
22,0.733613133430481
23,0.7222065925598145
24,0.7112317085266113
25,0.700395405292511
26,0.6907929182052612
27,0.6815045475959778
28,0.672662615776062
29,0.6645339131355286
30,0.6566795110702515
31,0.6490828990936279
32,0.642647922039032
33,0.636554479598999
34,0.6301018595695496
35,0.6236491203308105
36,0.6178698539733887
37,0.6126808524131775
38,0.6076910495758057
39,0.6032312512397766
40,0.5983867645263672
41,0.5936223864555359
42,0.5898028612136841
43,0.5859821438789368
44,0.5817735195159912
45,0.5777986645698547
46,0.5747494697570801
47,0.5714810490608215
48,0.5681633353233337
49,0.5648249387741089
50,0.5617159008979797
51,0.5579334497451782
52,0.55562824010849
53,0.5528696775436401
54,0.5500809550285339
55,0.5479182600975037
56,0.5447974801063538
57,0.5418115258216858
58,0.5403913259506226
59,0.5389735698699951
60,0.53652423620224
61,0.5340979099273682
62,0.5328506827354431
63,0.5306305885314941
64,0.5287439823150635
65,0.5272559523582458
66,0.525012731552124
67,0.5234213471412659
68,0.521918535232544
69,0.5209157466888428
70,0.5196550488471985
71,0.5177721381187439
72,0.5166332721710205
73,0.5154510140419006
74,0.5149367451667786
75,0.513573944568634
76,0.5124595165252686
77,0.5115228891372681
78,0.5100226402282715
79,0.5097410082817078
80,0.5092723369598389
81,0.5085435509681702
82,0.507958710193634
83,0.5081582069396973
84,0.5058982372283936
85,0.5062226057052612
86,0.5054931044578552
87,0.504565954208374
88,0.5049383640289307
89,0.504016101360321
90,0.5029536485671997
91,0.502860963344574
92,0.5022565722465515
93,0.5017502903938293
94,0.5005744695663452
95,0.500599205493927
96,0.5004062652587891
97,0.49916356801986694
98,0.4994021952152252
99,0.49880343675613403
100,0.4993981719017029
101,0.4991163909435272
102,0.4988309144973755
103,0.4982151985168457
104,0.49746134877204895
105,0.49845507740974426
106,0.498015433549881
107,0.49787455797195435
108,0.4978821277618408
109,0.49784836173057556
110,0.49733197689056396
111,0.4973278045654297
112,0.4971195161342621
113,0.497325599193573
114,0.4974888265132904
115,0.4960680305957794
116,0.49709272384643555
117,0.49694138765335083
118,0.4963485598564148
119,0.49606120586395264
120,0.4963759481906891
121,0.4965648651123047
122,0.49736711382865906
123,0.49681171774864197
124,0.4967486262321472
125,0.4965634346008301
126,0.49724480509757996
127,0.49622660875320435
128,0.49668532609939575
129,0.4969141185283661
130,0.49663591384887695
131,0.49636125564575195
132,0.4971344470977783
133,0.49714353680610657
134,0.4969594478607178
135,0.49653106927871704
136,0.49665379524230957
137,0.49702188372612
138,0.4972418546676636
139,0.49653956294059753
140,0.4982522130012512
141,0.4979020655155182
142,0.49802640080451965
143,0.4976024329662323
144,0.4972955882549286
145,0.4984388053417206
146,0.49864473938941956
147,0.49914488196372986
148,0.4984959065914154
149,0.4987142086029053
150,0.4984862804412842
151,0.4983820617198944
152,0.4981708526611328
153,0.4985825717449188
154,0.49892908334732056
155,0.49885186553001404
156,0.49800044298171997
157,0.4992552399635315
158,0.4997207522392273
159,0.49998804926872253
160,0.49896714091300964
161,0.49846208095550537
162,0.4995337128639221
163,0.4993269443511963
164,0.500008225440979
165,0.49976593255996704
166,0.5013717412948608
167,0.5008049011230469
168,0.5005680322647095
169,0.4998895823955536
170,0.5001939535140991
171,0.5006895661354065
172,0.5005059242248535
173,0.5007351040840149
174,0.5015248656272888
175,0.5013550519943237
176,0.5010744333267212
177,0.5020350813865662
178,0.5018593668937683
179,0.5019122362136841
180,0.5024116635322571
181,0.5015561580657959
182,0.5031548142433167
183,0.5028111338615417
184,0.5026337504386902
185,0.5016626715660095
186,0.5028913617134094
187,0.5019863843917847
188,0.5031875371932983
189,0.5020344257354736
190,0.5030362010002136
191,0.5032115578651428
192,0.503924548625946
193,0.5039251446723938
194,0.5030122995376587
195,0.5036935210227966
196,0.5037136673927307
197,0.5036325454711914
198,0.5042969584465027
199,0.5045691132545471
200,0.5052005648612976
201,0.5049168467521667
202,0.5051125288009644
203,0.5052175521850586
204,0.5057313442230225
205,0.5055464506149292
206,0.5044869184494019
207,0.5051045417785645
208,0.5051952004432678
209,0.5054782629013062
210,0.5057063698768616
211,0.5057423114776611
212,0.5056681632995605
213,0.5056824684143066
214,0.506026029586792
215,0.506636381149292
216,0.5058236718177795
217,0.5067744255065918
218,0.5067386627197266
219,0.5060385465621948
220,0.5071180462837219
221,0.5075455904006958
222,0.5075671672821045
223,0.508159339427948
224,0.5078344941139221
225,0.5065566301345825
226,0.5068163871765137
227,0.5076621174812317
228,0.5085083246231079
229,0.5078779458999634
230,0.5084066390991211
231,0.5082480907440186
232,0.5089021325111389
233,0.5084899067878723
234,0.5087671279907227
235,0.5087312459945679
236,0.508296549320221
237,0.509044885635376
238,0.5077349543571472
239,0.5098039507865906
240,0.5090206265449524
241,0.5087834596633911
242,0.5095287561416626
243,0.5097512602806091
244,0.5093880295753479
245,0.5098121166229248
246,0.5103942155838013
247,0.5097342729568481
248,0.5101467967033386
249,0.5095553994178772
250,0.5109003186225891
251,0.5107682943344116
252,0.5114121437072754
253,0.5101322531700134
254,0.511569082736969
255,0.5119531750679016
256,0.5116329789161682
257,0.5118933916091919
258,0.5107083916664124
259,0.5106952786445618
260,0.5121129751205444
261,0.511035680770874
262,0.5123106241226196
263,0.5124168992042542
264,0.5123483538627625
265,0.5122476816177368
266,0.5129581093788147
267,0.5129654407501221
268,0.5130242705345154
269,0.5132149457931519
270,0.5125441551208496
271,0.5111750364303589
272,0.5127145051956177
273,0.51250821352005
274,0.5139740705490112
275,0.5137255191802979
276,0.513308048248291
277,0.5132444500923157
278,0.5138447284698486
279,0.5137391090393066
280,0.5146872401237488
281,0.5136908292770386
282,0.5146133899688721
283,0.5127649307250977
284,0.5148626565933228
285,0.514679491519928
286,0.515971302986145
287,0.5149703621864319
288,0.5153414011001587
289,0.5150045156478882
290,0.5152910947799683
291,0.5163878202438354
292,0.5156607627868652
293,0.5165808200836182
294,0.5158149003982544
295,0.5159074664115906
296,0.5163143277168274
297,0.5154991745948792
298,0.5155202150344849
299,0.5161145329475403
300,0.5159311294555664
301,0.516873300075531
302,0.5164063572883606
303,0.5167912244796753
304,0.5164802670478821
305,0.516929566860199
306,0.5166658163070679
307,0.517158567905426
308,0.517667293548584
309,0.5170795917510986
310,0.5165818333625793
311,0.5170367956161499
312,0.517246663570404
313,0.5175900459289551
314,0.5183042287826538
315,0.5173416137695312
316,0.5181122422218323
317,0.5186521410942078
318,0.5183606743812561
319,0.518839955329895
320,0.5183342695236206
321,0.5193051099777222
322,0.5183777809143066
323,0.5196634531021118
324,0.5207797884941101
325,0.5200010538101196
326,0.5193501114845276
327,0.5195955634117126
328,0.5195195078849792
329,0.5187880396842957
330,0.5199295282363892
331,0.5204773545265198
332,0.5205439925193787
333,0.5208341479301453
334,0.5209052562713623
335,0.5200886130332947
336,0.5211741328239441
337,0.5211638808250427
338,0.5206162929534912
339,0.5205111503601074
340,0.5204740166664124
341,0.5211032629013062
342,0.5210960507392883
343,0.5193581581115723
344,0.522515594959259
345,0.522061288356781
346,0.5220242738723755
347,0.5224712491035461
348,0.5229114890098572
349,0.523084282875061
350,0.5232309699058533
