c,gamma,kernel,acc,out_percent,home_percent,sleep_percent
2,0.02,rbf,0.7551020408163265,0.8,0.6190476190476191,0.8888888888888888
2,0.02,poly,0.5306122448979592,0.0,1.0,0.2777777777777778
2,0.03,rbf,0.7551020408163265,0.7,0.6666666666666666,0.8888888888888888
2,0.03,poly,0.5306122448979592,0.0,1.0,0.2777777777777778
2,0.039999999999999994,rbf,0.7551020408163265,0.7,0.6666666666666666,0.8888888888888888
2,0.039999999999999994,poly,0.5918367346938775,0.0,0.9523809523809523,0.5
2,0.049999999999999996,rbf,0.7551020408163265,0.7,0.6666666666666666,0.8888888888888888
2,0.049999999999999996,poly,0.6530612244897959,0.2,0.9047619047619048,0.6111111111111112
2,0.06,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.06,poly,0.6938775510204082,0.2,0.9047619047619048,0.7222222222222222
2,0.06999999999999999,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.06999999999999999,poly,0.6938775510204082,0.2,0.8571428571428571,0.7777777777777778
2,0.07999999999999999,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.07999999999999999,poly,0.7551020408163265,0.3,0.8571428571428571,0.8888888888888888
2,0.09,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.09,poly,0.7551020408163265,0.3,0.8571428571428571,0.8888888888888888
2,0.09999999999999999,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.09999999999999999,poly,0.7551020408163265,0.3,0.8571428571428571,0.8888888888888888
2,0.10999999999999999,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.10999999999999999,poly,0.7346938775510204,0.2,0.8571428571428571,0.8888888888888888
2,0.11999999999999998,rbf,0.7959183673469388,0.9,0.6666666666666666,0.8888888888888888
2,0.11999999999999998,poly,0.7346938775510204,0.2,0.8571428571428571,0.8888888888888888
2,0.12999999999999998,rbf,0.7755102040816326,0.8,0.6666666666666666,0.8888888888888888
2,0.12999999999999998,poly,0.7142857142857143,0.2,0.8095238095238095,0.8888888888888888
2,0.13999999999999999,rbf,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.13999999999999999,poly,0.7142857142857143,0.2,0.8095238095238095,0.8888888888888888
2,0.14999999999999997,rbf,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.14999999999999997,poly,0.7142857142857143,0.2,0.8095238095238095,0.8888888888888888
2,0.15999999999999998,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.15999999999999998,poly,0.7346938775510204,0.3,0.8095238095238095,0.8888888888888888
2,0.16999999999999996,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.16999999999999996,poly,0.7551020408163265,0.4,0.8095238095238095,0.8888888888888888
2,0.17999999999999997,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.17999999999999997,poly,0.7551020408163265,0.4,0.8095238095238095,0.8888888888888888
2,0.18999999999999997,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.18999999999999997,poly,0.7755102040816326,0.5,0.8095238095238095,0.8888888888888888
2,0.19999999999999996,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.19999999999999996,poly,0.7959183673469388,0.6,0.8095238095238095,0.8888888888888888
2,0.20999999999999996,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.20999999999999996,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.21999999999999995,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.21999999999999995,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.22999999999999995,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.22999999999999995,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.23999999999999996,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.23999999999999996,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.24999999999999994,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.24999999999999994,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.25999999999999995,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.25999999999999995,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.26999999999999996,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.26999999999999996,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.27999999999999997,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.27999999999999997,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.29,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.29,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.3,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.3,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.31,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.31,poly,0.7755102040816326,0.6,0.7619047619047619,0.8888888888888888
2,0.31999999999999995,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.31999999999999995,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.32999999999999996,rbf,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.32999999999999996,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.33999999999999997,rbf,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.33999999999999997,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.35,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.35,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.36,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.36,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.36999999999999994,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.36999999999999994,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.37999999999999995,rbf,0.7551020408163265,0.5,0.7619047619047619,0.8888888888888888
2,0.37999999999999995,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.38999999999999996,rbf,0.7551020408163265,0.5,0.7619047619047619,0.8888888888888888
2,0.38999999999999996,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.39999999999999997,rbf,0.7551020408163265,0.5,0.7619047619047619,0.8888888888888888
2,0.39999999999999997,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.41,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.41,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.41999999999999993,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.41999999999999993,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.42999999999999994,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.42999999999999994,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.43999999999999995,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.43999999999999995,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.44999999999999996,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.44999999999999996,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.45999999999999996,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.45999999999999996,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.47,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.47,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.4799999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.4799999999999999,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.48999999999999994,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.48999999999999994,poly,0.7551020408163265,0.7,0.6666666666666666,0.8888888888888888
2,0.49999999999999994,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.49999999999999994,poly,0.7755102040816326,0.8,0.6666666666666666,0.8888888888888888
2,0.5099999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.5099999999999999,poly,0.7755102040816326,0.8,0.6666666666666666,0.8888888888888888
2,0.5199999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.5199999999999999,poly,0.7755102040816326,0.8,0.6666666666666666,0.8888888888888888
2,0.5299999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.5299999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.5399999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.5399999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.5499999999999999,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.5499999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.5599999999999999,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.5599999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.57,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.57,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.58,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.58,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.59,rbf,0.7346938775510204,0.5,0.7142857142857143,0.8888888888888888
2,0.59,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6099999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6099999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6199999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6199999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6299999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6299999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6399999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6399999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6499999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6499999999999999,poly,0.7959183673469388,0.8,0.7142857142857143,0.8888888888888888
2,0.6599999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6599999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.6699999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6699999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.6799999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.6799999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.69,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.69,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.7,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.71,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.71,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7199999999999999,rbf,0.7142857142857143,0.4,0.7142857142857143,0.8888888888888888
2,0.7199999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7299999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7299999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7399999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7399999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7499999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7499999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7599999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7599999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7699999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7699999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7799999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7799999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7899999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7899999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.7999999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.7999999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8099999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8099999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8199999999999998,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8199999999999998,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8299999999999998,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8299999999999998,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8399999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8399999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8499999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8499999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8599999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8599999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8699999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8699999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8799999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8799999999999999,poly,0.7755102040816326,0.7,0.7142857142857143,0.8888888888888888
2,0.8899999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8899999999999999,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.8999999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.8999999999999999,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.9099999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.9099999999999999,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.9199999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.9199999999999999,poly,0.7551020408163265,0.6,0.7142857142857143,0.8888888888888888
2,0.9299999999999998,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.9299999999999998,poly,0.7346938775510204,0.6,0.6666666666666666,0.8888888888888888
2,0.9399999999999998,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.9399999999999998,poly,0.7346938775510204,0.6,0.6666666666666666,0.8888888888888888
2,0.9499999999999998,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.9499999999999998,poly,0.7346938775510204,0.6,0.6666666666666666,0.8888888888888888
2,0.9599999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
2,0.9599999999999999,poly,0.7142857142857143,0.6,0.6190476190476191,0.8888888888888888
2,0.9699999999999999,rbf,0.7346938775510204,0.4,0.7619047619047619,0.8888888888888888
